"","dteday","season","yr","mnth","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed","casual","registered","cnt","week","wavg_cnt","wavg_reg","wavg_cas"
"166",2012-06-14,"2","1","6",FALSE,"4",TRUE,"1",26.581653,31.21915,56.9583,17.000111,1180,6183,7363,24,7346.14285714286,5804.14285714286,1542
"167",2012-06-15,"2","1","6",FALSE,"5",TRUE,"1",26.205847,29.9877,58.9583,11.833339,1563,6102,7665,24,7346.14285714286,5804.14285714286,1542
"168",2012-06-16,"2","1","6",FALSE,"6",FALSE,"1",25.898347,29.7354,50.4167,11.166689,2963,4739,7702,24,7346.14285714286,5804.14285714286,1542
"169",2012-06-17,"2","1","6",FALSE,"0",FALSE,"1",24.2925,28.59875,59.875,9.708568,2634,4344,6978,25,6912.14285714286,5398.28571428571,1513.85714285714
"170",2012-06-18,"2","1","6",FALSE,"1",TRUE,"2",23.301653,27.2421,77.7917,11.707982,653,4446,5099,25,6912.14285714286,5398.28571428571,1513.85714285714
"171",2012-06-19,"2","1","6",FALSE,"2",TRUE,"1",28.221653,32.7346,69,9.917139,968,5857,6825,25,6912.14285714286,5398.28571428571,1513.85714285714
"172",2012-06-20,"2","1","6",FALSE,"3",TRUE,"1",32.0825,36.04875,59.2083,7.625404,872,5339,6211,25,6912.14285714286,5398.28571428571,1513.85714285714
"173",2012-06-21,"3","1","6",FALSE,"4",TRUE,"1",33.039153,37.6271,56.7917,7.958729,778,5127,5905,25,6912.14285714286,5398.28571428571,1513.85714285714
"174",2012-06-22,"3","1","6",FALSE,"5",TRUE,"1",31.8775,36.20605,57.375,12.250414,964,4859,5823,25,6912.14285714286,5398.28571428571,1513.85714285714
"175",2012-06-23,"3","1","6",FALSE,"6",FALSE,"1",29.998347,32.6396,53.4583,12.041307,2657,4801,7458,25,6912.14285714286,5398.28571428571,1513.85714285714
"176",2012-06-24,"3","1","6",FALSE,"0",FALSE,"1",30.476653,33.7127,47.9167,9.750175,2551,4340,6891,26,6328.42857142857,4967.57142857143,1360.85714285714
"177",2012-06-25,"3","1","6",FALSE,"1",TRUE,"1",29.349153,32.7021,50.4167,20.125661,1139,5640,6779,26,6328.42857142857,4967.57142857143,1360.85714285714
"178",2012-06-26,"3","1","6",FALSE,"2",TRUE,"1",25.864153,29.7352,37.3333,23.292014,1077,6365,7442,26,6328.42857142857,4967.57142857143,1360.85714285714
"179",2012-06-27,"3","1","6",FALSE,"3",TRUE,"1",28.5975,32.0396,36,18.208925,1077,6258,7335,26,6328.42857142857,4967.57142857143,1360.85714285714
"180",2012-06-28,"3","1","6",FALSE,"4",TRUE,"1",30.715847,33.7756,42.25,11.50055,921,5958,6879,26,6328.42857142857,4967.57142857143,1360.85714285714
"181",2012-06-29,"3","1","6",FALSE,"5",TRUE,"1",34.200847,39.33065,48.875,11.082939,829,4634,5463,26,6328.42857142857,4967.57142857143,1360.85714285714
"182",2012-06-30,"3","1","6",FALSE,"6",FALSE,"1",31.365,34.3754,60.125,10.791757,1455,4232,5687,26,6328.42857142857,4967.57142857143,1360.85714285714
"183",2012-07-01,"3","1","7",FALSE,"0",FALSE,"1",33.449153,37.53145,51.875,11.291443,1421,4110,5531,27,6639.42857142857,5346.71428571429,1292.71428571429
"184",2012-07-02,"3","1","7",FALSE,"1",TRUE,"1",32.048347,35.1019,44.7083,13.082889,904,5323,6227,27,6639.42857142857,5346.71428571429,1292.71428571429
"185",2012-07-03,"3","1","7",FALSE,"2",TRUE,"1",32.014153,35.1325,49.2083,8.457879,1052,5608,6660,27,6639.42857142857,5346.71428571429,1292.71428571429
"186",2012-07-04,"3","1","7",TRUE,"3",FALSE,"1",32.355847,36.61685,53.875,9.04165,2562,4841,7403,27,6639.42857142857,5346.71428571429,1292.71428571429
"187",2012-07-05,"3","1","7",FALSE,"4",TRUE,"1",33.9275,38.06835,45.7917,12.999943,1405,4836,6241,27,6639.42857142857,5346.71428571429,1292.71428571429
"188",2012-07-06,"3","1","7",FALSE,"5",TRUE,"1",33.961653,37.62665,45.0833,9.791514,1366,4841,6207,27,6639.42857142857,5346.71428571429,1292.71428571429
"189",2012-07-07,"3","1","7",FALSE,"6",FALSE,"1",35.328347,40.24565,49.2083,10.958118,1448,3392,4840,27,6639.42857142857,5346.71428571429,1292.71428571429
"190",2012-07-08,"3","1","7",FALSE,"0",FALSE,"1",33.7225,39.5198,57.375,8.417143,1203,3469,4672,28,6158.42857142857,4707.28571428571,1451.14285714286
"191",2012-07-09,"3","1","7",FALSE,"1",TRUE,"2",29.144153,32.7027,68.3333,12.125325,998,5571,6569,28,6158.42857142857,4707.28571428571,1451.14285714286
"192",2012-07-10,"3","1","7",FALSE,"2",TRUE,"2",29.554153,33.2398,66.75,10.166379,954,5336,6290,28,6158.42857142857,4707.28571428571,1451.14285714286
"193",2012-07-11,"3","1","7",FALSE,"3",TRUE,"1",29.383347,32.51355,63.3333,10.166111,975,6289,7264,28,6158.42857142857,4707.28571428571,1451.14285714286
"194",2012-07-12,"3","1","7",FALSE,"4",TRUE,"1",29.349153,32.73415,52.9583,9.833925,1032,6414,7446,28,6158.42857142857,4707.28571428571,1451.14285714286
"195",2012-07-13,"3","1","7",FALSE,"5",TRUE,"2",29.998347,33.39665,48.5833,5.41695,1511,5988,7499,28,6158.42857142857,4707.28571428571,1451.14285714286
"196",2012-07-14,"3","1","7",FALSE,"6",FALSE,"2",28.836653,33.3021,69.9167,9.626493,2355,4614,6969,28,6158.42857142857,4707.28571428571,1451.14285714286
"197",2012-07-15,"3","1","7",FALSE,"0",FALSE,"1",30.579153,35.2598,71.7917,11.166689,1920,4111,6031,29,6672.71428571429,5383,1289.71428571429
"198",2012-07-16,"3","1","7",FALSE,"1",TRUE,"1",31.296653,36.20625,64.5,11.000529,1088,5742,6830,29,6672.71428571429,5383,1289.71428571429
"199",2012-07-17,"3","1","7",FALSE,"2",TRUE,"1",33.551653,37.78415,50.5833,7.666743,921,5865,6786,29,6672.71428571429,5383,1289.71428571429
"200",2012-07-18,"3","1","7",FALSE,"3",TRUE,"1",32.526653,37.27915,57.7083,9.208614,799,4914,5713,29,6672.71428571429,5383,1289.71428571429
"201",2012-07-19,"3","1","7",FALSE,"4",TRUE,"1",31.57,35.7321,60.0417,11.083743,888,5703,6591,29,6672.71428571429,5383,1289.71428571429
"202",2012-07-20,"3","1","7",FALSE,"5",TRUE,"2",27.299153,30.65125,84.4167,14.000789,747,5123,5870,29,6672.71428571429,5383,1289.71428571429
"203",2012-07-21,"3","1","7",FALSE,"6",FALSE,"3",24.429153,27.4956,86.5417,14.2911,1264,3195,4459,29,6672.71428571429,5383,1289.71428571429
"204",2012-07-22,"3","1","7",FALSE,"0",FALSE,"2",27.3675,31.15625,76.25,6.2926936,2544,4866,7410,30,6040,4950.42857142857,1089.57142857143
"205",2012-07-23,"3","1","7",FALSE,"1",TRUE,"1",30.408347,34.50085,69.4167,9.291761,1135,5831,6966,30,6040,4950.42857142857,1089.57142857143
"206",2012-07-24,"3","1","7",FALSE,"2",TRUE,"1",30.784153,35.3225,65.5,14.167418,1140,6452,7592,30,6040,4950.42857142857,1089.57142857143
"207",2012-07-25,"3","1","7",FALSE,"3",TRUE,"1",29.690847,32.7027,45,11.0416,1383,6790,8173,30,6040,4950.42857142857,1089.57142857143
"208",2012-07-26,"3","1","7",FALSE,"4",TRUE,"1",31.843347,36.96315,59.6667,19.082471,1036,5825,6861,30,6040,4950.42857142857,1089.57142857143
"209",2012-07-27,"3","1","7",FALSE,"5",TRUE,"1",32.048347,36.71085,59.4583,10.250464,1259,5645,6904,30,6040,4950.42857142857,1089.57142857143
"210",2012-07-28,"3","1","7",FALSE,"6",FALSE,"1",30.989153,34.8802,61.3333,10.54245,2234,4451,6685,30,6040,4950.42857142857,1089.57142857143
"211",2012-07-29,"3","1","7",FALSE,"0",FALSE,"1",29.588347,33.39665,62.375,11.416532,2153,4444,6597,31,7227.28571428571,5694.28571428571,1533
"212",2012-07-30,"3","1","7",FALSE,"1",TRUE,"1",29.964153,34.24935,66.875,10.292339,1040,6065,7105,31,7227.28571428571,5694.28571428571,1533
"213",2012-07-31,"3","1","7",FALSE,"2",TRUE,"1",29.246653,33.1448,70.4167,11.083475,968,6248,7216,31,7227.28571428571,5694.28571428571,1533
"214",2012-08-01,"3","1","8",FALSE,"3",TRUE,"1",29.4175,33.3654,67.75,9.458993,1074,6506,7580,31,7227.28571428571,5694.28571428571,1533
"215",2012-08-02,"3","1","8",FALSE,"4",TRUE,"1",30.8525,35.3544,65.9583,8.666718,983,6278,7261,31,7227.28571428571,5694.28571428571,1533
"216",2012-08-03,"3","1","8",FALSE,"5",TRUE,"2",31.399153,36.14335,64.25,14.458064,1328,5847,7175,31,7227.28571428571,5694.28571428571,1533
"217",2012-08-04,"3","1","8",FALSE,"6",FALSE,"1",32.526653,37.56335,61.3333,17.249686,2345,4479,6824,31,7227.28571428571,5694.28571428571,1533
"218",2012-08-05,"3","1","8",FALSE,"0",FALSE,"1",31.535847,36.55395,65.25,19.458207,1707,3757,5464,32,7108.28571428571,5695.28571428571,1413
"219",2012-08-06,"3","1","8",FALSE,"1",TRUE,"2",30.8525,35.5123,65.4167,8.666718,1233,5780,7013,32,7108.28571428571,5695.28571428571,1413
"220",2012-08-07,"3","1","8",FALSE,"2",TRUE,"2",30.169153,34.88105,70.375,7.832836,1278,5995,7273,32,7108.28571428571,5695.28571428571,1413
"221",2012-08-08,"3","1","8",FALSE,"3",TRUE,"2",30.75,35.38585,67.2917,7.4169,1263,6271,7534,32,7108.28571428571,5695.28571428571,1413
"222",2012-08-09,"3","1","8",FALSE,"4",TRUE,"1",30.989153,34.9754,62.0417,10.4587,1196,6090,7286,32,7108.28571428571,5695.28571428571,1413
"223",2012-08-10,"3","1","8",FALSE,"5",TRUE,"2",29.349153,33.3971,71.5833,16.000471,1065,4721,5786,32,7108.28571428571,5695.28571428571,1413
"224",2012-08-11,"3","1","8",FALSE,"6",FALSE,"2",28.3925,31.91335,73.2917,13.834093,2247,4052,6299,32,7108.28571428571,5695.28571428571,1413
"225",2012-08-12,"3","1","8",FALSE,"0",FALSE,"1",28.734153,32.22895,53.0417,8.208304,2182,4362,6544,33,6665,5238,1427
"226",2012-08-13,"3","1","8",FALSE,"1",TRUE,"1",29.554153,33.1127,54.5417,9.126204,1207,5676,6883,33,6665,5238,1427
"227",2012-08-14,"3","1","8",FALSE,"2",TRUE,"1",29.793347,33.83895,68.6667,11.333586,1128,5656,6784,33,6665,5238,1427
"228",2012-08-15,"3","1","8",FALSE,"3",TRUE,"1",28.973347,32.70185,61.9583,11.374657,1198,6149,7347,33,6665,5238,1427
"229",2012-08-16,"3","1","8",FALSE,"4",TRUE,"1",29.485847,32.7344,51.9167,9.500332,1338,6267,7605,33,6665,5238,1427
"230",2012-08-17,"3","1","8",FALSE,"5",TRUE,"1",29.656653,12.12,57.0833,15.500718,1483,5665,7148,33,6665,5238,1427
"231",2012-08-18,"3","1","8",FALSE,"6",FALSE,"1",27.811653,30.90355,60.3333,11.917089,2827,5038,7865,33,6665,5238,1427
"232",2012-08-19,"3","1","8",FALSE,"0",FALSE,"2",26.069153,30.1777,71.1667,5.79215,1208,3341,4549,34,7168,5544.71428571429,1623.28571428571
"233",2012-08-20,"3","1","8",FALSE,"1",TRUE,"2",26.069153,29.79835,73.4167,8.708593,1026,5504,6530,34,7168,5544.71428571429,1623.28571428571
"234",2012-08-21,"3","1","8",FALSE,"2",TRUE,"1",26.615847,30.05125,67.375,4.8756436,1081,5925,7006,34,7168,5544.71428571429,1623.28571428571
"235",2012-08-22,"3","1","8",FALSE,"3",TRUE,"1",27.3675,31.0927,67.7083,4.7089811,1094,6281,7375,34,7168,5544.71428571429,1623.28571428571
"236",2012-08-23,"3","1","8",FALSE,"4",TRUE,"1",28.529153,31.8504,63.5833,5.6679186,1363,6402,7765,34,7168,5544.71428571429,1623.28571428571
"237",2012-08-24,"3","1","8",FALSE,"5",TRUE,"2",28.8025,32.355,61.5,4.8337686,1325,6257,7582,34,7168,5544.71428571429,1623.28571428571
"238",2012-08-25,"3","1","8",FALSE,"6",FALSE,"2",27.128347,30.9348,71.2917,16.375336,1829,4224,6053,34,7168,5544.71428571429,1623.28571428571
"239",2012-08-26,"3","1","8",FALSE,"0",FALSE,"2",26.786653,29.7998,84.5833,15.333486,1483,3772,5255,35,6694.28571428571,5419.14285714286,1275.14285714286
"240",2012-08-27,"3","1","8",FALSE,"1",TRUE,"1",28.836653,32.7344,73.0417,8.625111,989,5928,6917,35,6694.28571428571,5419.14285714286,1275.14285714286
"241",2012-08-28,"3","1","8",FALSE,"2",TRUE,"1",29.861653,33.3025,62,12.791975,935,6105,7040,35,6694.28571428571,5419.14285714286,1275.14285714286
"242",2012-08-29,"3","1","8",FALSE,"3",TRUE,"1",28.085,31.78665,55.2083,7.541654,1177,6520,7697,35,6694.28571428571,5419.14285714286,1275.14285714286
"243",2012-08-30,"3","1","8",FALSE,"4",TRUE,"1",28.973347,32.63895,59.0417,5.1668189,1172,6541,7713,35,6694.28571428571,5419.14285714286,1275.14285714286
"244",2012-08-31,"3","1","8",FALSE,"5",TRUE,"1",31.330847,34.47,58.75,11.291711,1433,5917,7350,35,6694.28571428571,5419.14285714286,1275.14285714286
"245",2012-09-01,"3","1","9",FALSE,"6",FALSE,"2",30.886653,35.1327,63.8333,7.583529,2352,3788,6140,35,6694.28571428571,5419.14285714286,1275.14285714286
"246",2012-09-02,"3","1","9",FALSE,"0",FALSE,"2",28.563347,32.45,81.5,4.2927436,2613,3197,5810,36,6873.14285714286,5510.14285714286,1363
"247",2012-09-03,"3","1","9",TRUE,"1",FALSE,"1",29.0075,33.08145,79.0833,10.125107,1965,4069,6034,36,6873.14285714286,5510.14285714286,1363
"248",2012-09-04,"3","1","9",FALSE,"2",TRUE,"1",29.759153,34.3444,75.5,15.833507,867,5997,6864,36,6873.14285714286,5510.14285714286,1363
"249",2012-09-05,"3","1","9",FALSE,"3",TRUE,"1",30.203347,35.44915,74.125,12.583136,832,6280,7112,36,6873.14285714286,5510.14285714286,1363
"250",2012-09-06,"3","1","9",FALSE,"4",TRUE,"2",28.563347,32.76645,81.0417,9.542207,611,5592,6203,36,6873.14285714286,5510.14285714286,1363
"251",2012-09-07,"3","1","9",FALSE,"5",TRUE,"1",28.836653,32.8602,73.625,11.500282,1045,6459,7504,36,6873.14285714286,5510.14285714286,1363
"252",2012-09-08,"3","1","9",FALSE,"6",FALSE,"2",27.025847,30.55605,79.9167,18.833968,1557,4419,5976,36,6873.14285714286,5510.14285714286,1363
"253",2012-09-09,"3","1","9",FALSE,"0",FALSE,"1",25.01,28.94625,54.75,15.041232,2570,5657,8227,37,6500.42857142857,5144.71428571429,1355.71428571429
"254",2012-09-10,"3","1","9",FALSE,"1",TRUE,"1",23.916653,28.2827,50.375,17.333771,1118,6407,7525,37,6500.42857142857,5144.71428571429,1355.71428571429
"255",2012-09-11,"3","1","9",FALSE,"2",TRUE,"1",23.6775,27.7146,52,6.1676314,1070,6697,7767,37,6500.42857142857,5144.71428571429,1355.71428571429
"256",2012-09-12,"3","1","9",FALSE,"3",TRUE,"1",24.565847,28.50375,57.7083,8.833682,1050,6820,7870,37,6500.42857142857,5144.71428571429,1355.71428571429
"257",2012-09-13,"3","1","9",FALSE,"4",TRUE,"1",25.1125,28.9779,63.7083,5.5422936,1054,6750,7804,37,6500.42857142857,5144.71428571429,1355.71428571429
"258",2012-09-14,"3","1","9",FALSE,"5",TRUE,"1",25.966653,29.70415,67.25,6.958821,1379,6630,8009,37,6500.42857142857,5144.71428571429,1355.71428571429
"259",2012-09-15,"3","1","9",FALSE,"6",FALSE,"1",24.941653,29.29335,50.1667,16.583907,3160,5554,8714,37,6500.42857142857,5144.71428571429,1355.71428571429
"260",2012-09-16,"3","1","9",FALSE,"0",FALSE,"1",23.78,28.15625,57,6.0422811,2166,5167,7333,38,7988,6359.28571428571,1628.71428571429
"261",2012-09-17,"3","1","9",FALSE,"1",TRUE,"2",23.814153,27.6525,73.4583,10.166714,1022,5847,6869,38,7988,6359.28571428571,1628.71428571429
"262",2012-09-18,"3","1","9",FALSE,"2",TRUE,"2",25.556653,28.25335,87.25,23.958329,371,3702,4073,38,7988,6359.28571428571,1628.71428571429
"263",2012-09-19,"3","1","9",FALSE,"3",TRUE,"1",22.6525,27.0202,53.6667,14.416725,788,6803,7591,38,7988,6359.28571428571,1628.71428571429
"264",2012-09-20,"3","1","9",FALSE,"4",TRUE,"1",22.413347,26.6096,61.8333,7.917189,939,6781,7720,38,7988,6359.28571428571,1628.71428571429
"265",2012-09-21,"3","1","9",FALSE,"5",TRUE,"1",24.565847,28.59855,66.875,10.333343,1250,6917,8167,38,7988,6359.28571428571,1628.71428571429
"266",2012-09-22,"3","1","9",FALSE,"6",FALSE,"1",26.65,30.5244,64.6667,19.000061,2512,5883,8395,38,7988,6359.28571428571,1628.71428571429
"267",2012-09-23,"4","1","9",FALSE,"0",FALSE,"1",21.695847,25.94665,46.7083,14.958286,2454,5453,7907,39,7164,5871.42857142857,1292.57142857143
"268",2012-09-24,"4","1","9",FALSE,"1",TRUE,"1",21.080847,25.12565,49.2917,9.541068,1001,6435,7436,39,7164,5871.42857142857,1292.57142857143
"269",2012-09-25,"4","1","9",FALSE,"2",TRUE,"1",22.55,27.20895,57,15.833507,845,6693,7538,39,7164,5871.42857142857,1292.57142857143
"270",2012-09-26,"4","1","9",FALSE,"3",TRUE,"1",26.035,29.83065,63.0833,16.3748,787,6946,7733,39,7164,5871.42857142857,1292.57142857143
"271",2012-09-27,"4","1","9",FALSE,"4",TRUE,"2",26.65,30.39875,69.0833,9.000914,751,6642,7393,39,7164,5871.42857142857,1292.57142857143
"272",2012-09-28,"4","1","9",FALSE,"5",TRUE,"2",25.385847,29.29315,69,10.999993,1045,6370,7415,39,7164,5871.42857142857,1292.57142857143
"273",2012-09-29,"4","1","9",FALSE,"6",FALSE,"1",22.2425,26.5148,54.2917,15.249468,2589,5966,8555,39,7164,5871.42857142857,1292.57142857143
"274",2012-09-30,"4","1","9",FALSE,"0",FALSE,"1",21.593347,25.88315,58.3333,9.042186,2015,4874,6889,40,7711,6357.85714285714,1353.14285714286
"275",2012-10-01,"4","1","10",FALSE,"1",TRUE,"2",21.354153,25.6,64.9167,6.0838814,763,6015,6778,40,7711,6357.85714285714,1353.14285714286
"276",2012-10-02,"4","1","10",FALSE,"2",TRUE,"3",24.224153,27.11665,87.1667,6.999825,315,4324,4639,40,7711,6357.85714285714,1353.14285714286
"277",2012-10-03,"4","1","10",FALSE,"3",TRUE,"2",26.9575,29.95665,79.375,4.4585686,728,6844,7572,40,7711,6357.85714285714,1353.14285714286
"278",2012-10-04,"4","1","10",FALSE,"4",TRUE,"2",26.9575,30.39875,72.2917,7.875582,891,6437,7328,40,7711,6357.85714285714,1353.14285714286
"279",2012-10-05,"4","1","10",FALSE,"5",TRUE,"1",25.215,29.00935,62.75,7.12545,1516,6640,8156,40,7711,6357.85714285714,1353.14285714286
"280",2012-10-06,"4","1","10",FALSE,"6",FALSE,"1",22.720847,26.92605,66.4167,17.957675,3031,4934,7965,40,7711,6357.85714285714,1353.14285714286
"281",2012-10-07,"4","1","10",FALSE,"0",FALSE,"2",17.049153,20.99065,70.8333,9.457854,781,2729,3510,41,7046.71428571429,5724,1322.71428571429
"282",2012-10-08,"4","1","10",TRUE,"1",FALSE,"2",15.716653,19.3804,70.9583,12.708493,874,4604,5478,41,7046.71428571429,5724,1322.71428571429
"283",2012-10-09,"4","1","10",FALSE,"2",TRUE,"2",18.313347,21.9056,76.1667,12.7501,601,5791,6392,41,7046.71428571429,5724,1322.71428571429
"284",2012-10-10,"4","1","10",FALSE,"3",TRUE,"1",21.080847,25.1571,63.0833,12.584007,780,6911,7691,41,7046.71428571429,5724,1322.71428571429
"285",2012-10-11,"4","1","10",FALSE,"4",TRUE,"1",17.835,21.55835,46.3333,12.166932,834,6736,7570,41,7046.71428571429,5724,1322.71428571429
"286",2012-10-12,"4","1","10",FALSE,"5",TRUE,"1",17.9375,21.65355,53.9167,15.751164,1060,6222,7282,41,7046.71428571429,5724,1322.71428571429
"287",2012-10-13,"4","1","10",FALSE,"6",FALSE,"1",16.126653,19.5698,49.4583,9.791514,2252,4857,7109,41,7046.71428571429,5724,1322.71428571429
"288",2012-10-14,"4","1","10",FALSE,"0",FALSE,"1",21.388347,25.4102,64.0417,18.667004,2080,4559,6639,42,6433.14285714286,5407.14285714286,1026
"289",2012-10-15,"4","1","10",FALSE,"1",TRUE,"2",23.028347,26.9575,70.75,19.834479,760,5115,5875,42,6433.14285714286,5407.14285714286,1026
"290",2012-10-16,"4","1","10",FALSE,"2",TRUE,"1",19.201653,23.0423,55.8333,12.208807,922,6612,7534,42,6433.14285714286,5407.14285714286,1026
"291",2012-10-17,"4","1","10",FALSE,"3",TRUE,"1",18.689153,22.5054,69.2917,6.791857,979,6482,7461,42,6433.14285714286,5407.14285714286,1026
"292",2012-10-18,"4","1","10",FALSE,"4",TRUE,"2",21.4225,25.63125,72.8333,15.874779,1008,6501,7509,42,6433.14285714286,5407.14285714286,1026
"293",2012-10-19,"4","1","10",FALSE,"5",TRUE,"2",23.096653,26.8948,81.5,9.041918,753,4671,5424,42,6433.14285714286,5407.14285714286,1026
"294",2012-10-20,"4","1","10",FALSE,"6",FALSE,"1",19.850847,23.6421,57.2917,7.874979,2806,5284,8090,42,6433.14285714286,5407.14285714286,1026
"295",2012-10-21,"4","1","10",FALSE,"0",FALSE,"1",19.030847,22.82145,51,11.125618,2132,4692,6824,43,6933.14285714286,5603.42857142857,1329.71428571429
"296",2012-10-22,"4","1","10",FALSE,"1",TRUE,"1",19.9875,24.1471,56.8333,5.4593811,830,6228,7058,43,6933.14285714286,5603.42857142857,1329.71428571429
"297",2012-10-23,"4","1","10",FALSE,"2",TRUE,"1",22.310847,26.5152,64.1667,6.3345686,841,6625,7466,43,6933.14285714286,5603.42857142857,1329.71428571429
"298",2012-10-24,"4","1","10",FALSE,"3",TRUE,"1",24.0875,27.93605,63.625,4.8762064,795,6898,7693,43,6933.14285714286,5603.42857142857,1329.71428571429
"299",2012-10-25,"4","1","10",FALSE,"4",TRUE,"2",22.55,26.4844,80.0417,8.333125,875,6484,7359,43,6933.14285714286,5603.42857142857,1329.71428571429
"300",2012-10-26,"4","1","10",FALSE,"5",TRUE,"2",22.379153,26.1375,80.7083,8.875289,1182,6262,7444,43,6933.14285714286,5603.42857142857,1329.71428571429
"301",2012-10-27,"4","1","10",FALSE,"6",FALSE,"2",21.73,25.75665,72,15.791364,2643,5209,7852,43,6933.14285714286,5603.42857142857,1329.71428571429
"302",2012-10-28,"4","1","10",FALSE,"0",FALSE,"2",19.5775,23.38855,69.4583,26.666536,998,3461,4459,44,7385.14285714286,6056.85714285714,1328.28571428571
"303",2012-10-29,"4","1","10",FALSE,"1",TRUE,"3",18.04,21.97,88,23.9994,2,20,22,44,7385.14285714286,6056.85714285714,1328.28571428571
"304",2012-10-30,"4","1","10",FALSE,"2",TRUE,"2",13.045462,15.49545,82.5455,14.271603,87,1009,1096,44,7385.14285714286,6056.85714285714,1328.28571428571
"305",2012-10-31,"4","1","10",FALSE,"3",TRUE,"2",14.6575,18.055,66.6667,11.166689,419,5147,5566,44,7385.14285714286,6056.85714285714,1328.28571428571
"306",2012-11-01,"4","1","11",FALSE,"4",TRUE,"2",14.999153,18.4971,58.1667,10.542182,466,5520,5986,44,7385.14285714286,6056.85714285714,1328.28571428571
"307",2012-11-02,"4","1","11",FALSE,"5",TRUE,"1",14.555,17.8021,52.2083,17.833725,618,5229,5847,44,7385.14285714286,6056.85714285714,1328.28571428571
"308",2012-11-03,"4","1","11",FALSE,"6",FALSE,"2",14.076653,16.1923,49.125,18.125443,1029,4109,5138,44,7385.14285714286,6056.85714285714,1328.28571428571
"309",2012-11-04,"4","1","11",FALSE,"0",FALSE,"1",13.359153,16.4769,53.2917,12.000236,1201,3906,5107,45,4016.28571428571,3499.28571428571,517
"310",2012-11-05,"4","1","11",FALSE,"1",TRUE,"1",13.085847,15.40375,49.4167,15.833775,378,4881,5259,45,4016.28571428571,3499.28571428571,517
"311",2012-11-06,"4","1","11",FALSE,"2",TRUE,"1",11.514153,14.07835,56.7083,11.625371,466,5220,5686,45,4016.28571428571,3499.28571428571,517
"312",2012-11-07,"4","1","11",FALSE,"3",TRUE,"2",12.129153,13.73105,54.75,20.375236,326,4709,5035,45,4016.28571428571,3499.28571428571,517
"313",2012-11-08,"4","1","11",FALSE,"4",TRUE,"1",14.439134,17.09455,33.3478,23.304945,340,4975,5315,45,4016.28571428571,3499.28571428571,517
"314",2012-11-09,"4","1","11",FALSE,"5",TRUE,"1",14.828347,17.77065,54.0833,14.375386,709,5283,5992,45,4016.28571428571,3499.28571428571,517
"315",2012-11-10,"4","1","11",FALSE,"6",FALSE,"1",15.955847,19.69685,64.5417,3.8756686,2090,4446,6536,45,4016.28571428571,3499.28571428571,517
"316",2012-11-11,"4","1","11",FALSE,"0",FALSE,"1",17.254153,21.08565,65.9167,8.5425,2290,4562,6852,46,5561.42857142857,4774.28571428571,787.142857142857
"317",2012-11-12,"4","1","11",TRUE,"1",FALSE,"1",19.885,23.76915,74.1667,11.625639,1097,5172,6269,46,5561.42857142857,4774.28571428571,787.142857142857
"318",2012-11-13,"4","1","11",FALSE,"2",TRUE,"2",14.076653,16.16125,66.2917,22.917082,327,3767,4094,46,5561.42857142857,4774.28571428571,787.142857142857
"319",2012-11-14,"4","1","11",FALSE,"3",TRUE,"1",11.855847,14.07815,55.2083,13.374875,373,5122,5495,46,5561.42857142857,4774.28571428571,787.142857142857
"320",2012-11-15,"4","1","11",FALSE,"4",TRUE,"2",13.188347,16.2246,62.0417,10.250129,320,5125,5445,46,5561.42857142857,4774.28571428571,787.142857142857
"321",2012-11-16,"4","1","11",FALSE,"5",TRUE,"1",14.145,17.3602,52.4583,11.458675,484,5214,5698,46,5561.42857142857,4774.28571428571,787.142857142857
"322",2012-11-17,"4","1","11",FALSE,"6",FALSE,"1",13.325,16.31915,54.5417,12.041843,1313,4316,5629,46,5561.42857142857,4774.28571428571,787.142857142857
"323",2012-11-18,"4","1","11",FALSE,"0",FALSE,"1",14.0425,16.8873,69.2917,15.250004,922,3747,4669,47,5640.28571428571,4754,886.285714285714
"324",2012-11-19,"4","1","11",FALSE,"1",TRUE,"2",15.614153,18.78105,62.3333,15.749489,449,5050,5499,47,5640.28571428571,4754,886.285714285714
"325",2012-11-20,"4","1","11",FALSE,"2",TRUE,"2",15.340847,19.03335,68.5,5.542575,534,5100,5634,47,5640.28571428571,4754,886.285714285714
"326",2012-11-21,"4","1","11",FALSE,"3",TRUE,"1",14.486653,18.2446,61.375,6.917482,615,4531,5146,47,5640.28571428571,4754,886.285714285714
"327",2012-11-22,"4","1","11",TRUE,"4",FALSE,"1",13.94,17.51855,58.0417,3.5423436,955,1470,2425,47,5640.28571428571,4754,886.285714285714
"328",2012-11-23,"4","1","11",FALSE,"5",TRUE,"1",15.101653,18.93895,56.875,9.917407,1603,2307,3910,47,5640.28571428571,4754,886.285714285714
"329",2012-11-24,"4","1","11",FALSE,"6",FALSE,"1",11.411653,12.4371,40.4583,25.250357,532,1745,2277,47,5640.28571428571,4754,886.285714285714
"330",2012-11-25,"4","1","11",FALSE,"0",FALSE,"1",10.079153,12.87915,46.8333,10.0835,309,2115,2424,48,4222.85714285714,3421.42857142857,801.428571428571
"331",2012-11-26,"4","1","11",FALSE,"1",TRUE,"1",12.846653,16.9502,53.5417,3.12555,337,4750,5087,48,4222.85714285714,3421.42857142857,801.428571428571
